branch_id,parent_id,depth,weight,phase,observation_token,memory_length,memory_record,memory_hash
b0.0.1.1.4,b0.0.1.1,4,0.001538986079300967,2.46885936471935,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1
b0.0.1.2.0,b0.0.1.2,4,0.003810582175823106,1.5622011947277892,,1,t3:q2:r2,31563140965101ea
b0.0.1.2.1,b0.0.1.2,4,0.003020725695034266,1.7944860753574705,,1,t3:q2:r2,31563140965101ea
b0.0.1.2.2,b0.0.1.2,4,0.0028326112764782414,1.8587841754925636,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9
b0.0.1.2.3,b0.0.1.2,4,0.00248836364207884,1.9883578516580103,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea
b0.0.1.2.4,b0.0.1.2,4,0.0014431463703365181,2.533157464854443,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce
b0.0.1.3.0,b0.0.1.3,4,0.002358930417433136,2.041774870893236,,0,EMPTY,cc1d2f838445db7a
b0.0.1.3.1,b0.0.1.3,4,0.0018699719349836608,2.274059751522917,,0,EMPTY,cc1d2f838445db7a
b0.0.1.3.2,b0.0.1.3,4,0.0017535202214620381,2.33835785165801,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.0.1.3.3,b0.0.1.3,4,0.001540414670014708,2.467931527823457,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.0.1.3.4,b0.0.1.3,4,0.0008933757921280612,3.0127311410198896,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.0.1.4.0,b0.0.1.4,4,0.0027549758871116044,1.8865744840896685,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.0.1.4.1,b0.0.1.4,4,0.0021839252028727717,2.11885936471935,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.0.1.4.2,b0.0.1.4,4,0.0020479221820147,2.183157464854443,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b
b0.0.1.4.3,b0.0.1.4,4,0.0017990379201864649,2.3127311410198894,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66
b0.0.1.4.4,b0.0.1.4,4,0.0010433664118504255,2.8575307542163224,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6
b0.0.2.0.0,b0.0.2.0,4,0.004806969577731234,1.3299163140981078,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.0.2.0.1,b0.0.2.0,4,0.0038105821758231055,1.5622011947277892,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.0.2.0.2,b0.0.2.0,4,0.003573279778076996,1.6264992948628825,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6
b0.0.2.0.3,b0.0.2.0,4,0.003139018599755491,1.756072971028329,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91
b0.0.2.0.4,b0.0.2.0,4,0.0018204989102281813,2.300872584224762,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550
b0.0.2.1.0,b0.0.2.1,4,0.003810582175823106,1.5622011947277892,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f
b0.0.2.1.1,b0.0.2.1,4,0.003020725695034266,1.7944860753574705,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f
b0.0.2.1.2,b0.0.2.1,4,0.0028326112764782414,1.8587841754925636,t4:q2:r1,3,t2:q2:r2|t3:q1:r2|t4:q2:r1,0a17a7ff4e660659
b0.0.2.1.3,b0.0.2.1,4,0.00248836364207884,1.9883578516580103,t4:q3:r2,3,t2:q2:r2|t3:q1:r2|t4:q3:r2,64e25f2d73c03c52
b0.0.2.1.4,b0.0.2.1,4,0.0014431463703365181,2.533157464854443,t4:q4:r0,3,t2:q2:r2|t3:q1:r2|t4:q4:r0,7f90e67a8abfae48
b0.0.2.2.0,b0.0.2.2,4,0.0035732797780769964,1.6264992948628823,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3
b0.0.2.2.1,b0.0.2.2,4,0.0028326112764782414,1.8587841754925636,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3
b0.0.2.2.2,b0.0.2.2,4,0.002656211603993614,1.9230822756276567,t4:q2:r1,3,t2:q2:r2|t3:q2:r0|t4:q2:r1,c8addd5abc4e4988
b0.0.2.2.3,b0.0.2.2,4,0.002333401845827326,2.0526559517931036,t4:q3:r2,3,t2:q2:r2|t3:q2:r0|t4:q3:r2,cf4b012b67879c2e
b0.0.2.2.4,b0.0.2.2,4,0.0013532750388239056,2.597455564989536,t4:q4:r0,3,t2:q2:r2|t3:q2:r0|t4:q4:r0,e0867ed0fd2d7a7f
b0.0.2.3.0,b0.0.2.3,4,0.0022120290206532078,2.106072971028329,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.0.2.3.1,b0.0.2.3,4,0.001753520221462038,2.33835785165801,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.0.2.3.2,b0.0.2.3,4,0.0016443204892821783,2.402655951793103,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6
b0.0.2.3.3,b0.0.2.3,4,0.0014444859961661213,2.53222962795855,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91
b0.0.2.3.4,b0.0.2.3,4,0.0008377411914874057,3.0770292411549827,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550
b0.0.2.4.0,b0.0.2.4,4,0.0025834109257542016,1.9508725842247616,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b
b0.0.2.4.1,b0.0.2.4,4,0.0020479221820147,2.183157464854443,,2,t2:q2:r2|t3:q4:r2,c4f25e5d873d543b
b0.0.2.4.2,b0.0.2.4,4,0.001920388691916285,2.247455564989536,t4:q2:r1,3,t2:q2:r2|t3:q4:r2|t4:q2:r1,271b816fdd070443
b0.0.2.4.3,b0.0.2.4,4,0.0016870035925173063,2.3770292411549825,t4:q3:r2,3,t2:q2:r2|t3:q4:r2|t4:q3:r2,5e2a6b264cb14783
b0.0.2.4.4,b0.0.2.4,4,0.0009783912086306237,2.9218288543514155,t4:q4:r0,3,t2:q2:r2|t3:q4:r2|t4:q4:r0,bb544d00a5a11043
b0.0.3.0.0,b0.0.3.0,4,0.004222777909956315,1.4594899902635545,,0,EMPTY,cc1d2f838445db7a
b0.0.3.0.1,b0.0.3.0,4,0.0033474816047689097,1.6917748708932359,,0,EMPTY,cc1d2f838445db7a
b0.0.3.0.2,b0.0.3.0,4,0.003139018599755491,1.756072971028329,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.0.3.0.3,b0.0.3.0,4,0.002757533241607426,1.8856466471937756,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.0.3.0.4,b0.0.3.0,4,0.0015992534296086474,2.4304462603902084,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.0.3.1.0,b0.0.3.1,4,0.0033474816047689097,1.6917748708932356,,1,t3:q1:r1,15b6f910cc830186
b0.0.3.1.1,b0.0.3.1,4,0.0026536164897154532,1.924059751522917,,1,t3:q1:r1,15b6f910cc830186
b0.0.3.1.2,b0.0.3.1,4,0.00248836364207884,1.98835785165801,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8
b0.0.3.1.3,b0.0.3.1,4,0.002185952469594863,2.1179315278234565,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd
b0.0.3.1.4,b0.0.3.1,4,0.0012677605953077273,2.6627311410198895,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1
b0.0.3.2.0,b0.0.3.2,4,0.003139018599755491,1.7560729710283292,,1,t3:q2:r2,31563140965101ea
b0.0.3.2.1,b0.0.3.2,4,0.0024883636420788397,1.9883578516580105,,1,t3:q2:r2,31563140965101ea
b0.0.3.2.2,b0.0.3.2,4,0.002333401845827326,2.0526559517931036,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9
b0.0.3.2.3,b0.0.3.2,4,0.002049823201556747,2.1822296279585505,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea
b0.0.3.2.4,b0.0.3.2,4,0.0011888113389596272,2.727029241154983,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce
b0.0.3.3.0,b0.0.3.3,4,0.0019432008323641884,2.2356466471937755,,0,EMPTY,cc1d2f838445db7a
b0.0.3.3.1,b0.0.3.3,4,0.0015404146700147077,2.467931527823457,,0,EMPTY,cc1d2f838445db7a
b0.0.3.3.2,b0.0.3.3,4,0.0014444859961661213,2.53222962795855,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.0.3.3.3,b0.0.3.3,4,0.0012689374162277226,2.6618033041239966,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.0.3.3.4,b0.0.3.3,4,0.0007359303903360988,3.2066029173204296,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.0.3.4.0,b0.0.3.4,4,0.0022694486439341025,2.0804462603902083,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.0.3.4.1,b0.0.3.4,4,0.0017990379201864649,2.31273114101989,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.0.3.4.2,b0.0.3.4,4,0.0016870035925173061,2.377029241154983,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b
b0.0.3.4.3,b0.0.3.4,4,0.001481981816049124,2.5066029173204294,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66
b0.0.3.4.4,b0.0.3.4,4,0.00085948719173106,3.0514025305168624,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6
b0.0.4.0.0,b0.0.4.0,4,0.0024490337788409156,2.004289603459987,,1,t2:q4:r1,fdcbd870a065ef15
b0.0.4.0.1,b0.0.4.0,4,0.0019413986951097944,2.2365744840896684,,1,t2:q4:r1,fdcbd870a065ef15
b0.0.4.0.2,b0.0.4.0,4,0.0018204989102281815,2.3008725842247615,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e
b0.0.4.0.3,b0.0.4.0,4,0.0015992534296086476,2.430446260390208,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a
b0.0.4.0.4,b0.0.4.0,4,0.0009274998007364488,2.975245873586641,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac
b0.0.4.1.0,b0.0.4.1,4,0.0019413986951097946,2.236574484089668,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494
b0.0.4.1.1,b0.0.4.1,4,0.0015389860793009673,2.4688593647193495,,2,t2:q4:r1|t3:q1:r2,be6a421582c54494
b0.0.4.1.2,b0.0.4.1,4,0.0014431463703365184,2.5331574648544426,t4:q2:r1,3,t2:q4:r1|t3:q1:r2|t4:q2:r1,d636aea9163dcb51
b0.0.4.1.3,b0.0.4.1,4,0.0012677605953077273,2.662731141019889,t4:q3:r2,3,t2:q4:r1|t3:q1:r2|t4:q3:r2,ec3d9705168e805a
b0.0.4.1.4,b0.0.4.1,4,0.0007352478836435448,3.207530754216322,t4:q4:r0,3,t2:q4:r1|t3:q1:r2|t4:q4:r0,60a55681d1102b41
b0.0.4.2.0,b0.0.4.2,4,0.0018204989102281815,2.300872584224762,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4
b0.0.4.2.1,b0.0.4.2,4,0.0014431463703365181,2.533157464854443,,2,t2:q4:r1|t3:q2:r0,b49db9364f40f0c4
b0.0.4.2.2,b0.0.4.2,4,0.0013532750388239058,2.597455564989536,t4:q2:r1,3,t2:q4:r1|t3:q2:r0|t4:q2:r1,f04785dd5f9798e8
b0.0.4.2.3,b0.0.4.2,4,0.0011888113389596274,2.727029241154983,t4:q3:r2,3,t2:q4:r1|t3:q2:r0|t4:q3:r2,acc6876f6bca9342
b0.0.4.2.4,b0.0.4.2,4,0.0006894606318074974,3.2718288543514156,t4:q4:r0,3,t2:q4:r1|t3:q2:r0|t4:q4:r0,937f4dff8261ccee
b0.0.4.3.0,b0.0.4.3,4,0.0011269748442870185,2.7804462603902076,,1,t2:q4:r1,fdcbd870a065ef15
b0.0.4.3.1,b0.0.4.3,4,0.0008933757921280611,3.012731141019889,,1,t2:q4:r1,fdcbd870a065ef15
b0.0.4.3.2,b0.0.4.3,4,0.0008377411914874056,3.077029241154982,t4:q2:r0,2,t2:q4:r1|t4:q2:r0,ae66c45a4d04292e
b0.0.4.3.3,b0.0.4.3,4,0.0007359303903360988,3.2066029173204287,t4:q3:r1,2,t2:q4:r1|t4:q3:r1,25c37c7d9b3ece7a
b0.0.4.3.4,b0.0.4.3,4,0.0004268087082105938,3.7514025305168617,t4:q4:r2,2,t2:q4:r1|t4:q4:r2,c13a042a0c64d1ac
b0.0.4.4.0,b0.0.4.4,4,0.0013161848685518068,2.625245873586641,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35
b0.0.4.4.1,b0.0.4.4,4,0.0010433664118504255,2.8575307542163224,,2,t2:q4:r1|t3:q4:r2,c78cf84910990f35
b0.0.4.4.2,b0.0.4.4,4,0.0009783912086306237,2.9218288543514155,t4:q2:r1,3,t2:q4:r1|t3:q4:r2|t4:q2:r1,d1b85f05a6dc5de3
b0.0.4.4.3,b0.0.4.4,4,0.00085948719173106,3.051402530516862,t4:q3:r2,3,t2:q4:r1|t3:q4:r2|t4:q3:r2,c01ca0a969eb4659
b0.0.4.4.4,b0.0.4.4,4,0.0004984664621048611,3.596202143713295,t4:q4:r0,3,t2:q4:r1|t3:q4:r2|t4:q4:r0,b032cf2aef3649f4
b0.1.0.0.0,b0.1.0.0,4,0.0051262016215490045,1.2656182139630148,,0,EMPTY,cc1d2f838445db7a
b0.1.0.0.1,b0.1.0.0,4,0.004063643884754851,1.4979030945926959,,0,EMPTY,cc1d2f838445db7a
b0.1.0.0.2,b0.1.0.0,4,0.003810582175823106,1.5622011947277892,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.1.0.0.3,b0.1.0.0,4,0.00334748160476891,1.6917748708932359,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.1.0.0.4,b0.1.0.0,4,0.0019413986951097944,2.2365744840896684,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.1.0.1.0,b0.1.0.1,4,0.004063643884754851,1.4979030945926959,,1,t3:q1:r1,15b6f910cc830186
b0.1.0.1.1,b0.1.0.1,4,0.0032213328388584982,1.7301879752223772,,1,t3:q1:r1,15b6f910cc830186
b0.1.0.1.2,b0.1.0.1,4,0.003020725695034266,1.7944860753574705,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8
b0.1.0.1.3,b0.1.0.1,4,0.0026536164897154537,1.924059751522917,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd
b0.1.0.1.4,b0.1.0.1,4,0.001538986079300967,2.46885936471935,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1
b0.1.0.2.0,b0.1.0.2,4,0.003810582175823106,1.5622011947277892,,1,t3:q2:r2,31563140965101ea
b0.1.0.2.1,b0.1.0.2,4,0.003020725695034266,1.7944860753574705,,1,t3:q2:r2,31563140965101ea
b0.1.0.2.2,b0.1.0.2,4,0.0028326112764782414,1.8587841754925636,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9
b0.1.0.2.3,b0.1.0.2,4,0.00248836364207884,1.9883578516580103,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea
b0.1.0.2.4,b0.1.0.2,4,0.0014431463703365181,2.533157464854443,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce
b0.1.0.3.0,b0.1.0.3,4,0.002358930417433136,2.041774870893236,,0,EMPTY,cc1d2f838445db7a
b0.1.0.3.1,b0.1.0.3,4,0.0018699719349836608,2.274059751522917,,0,EMPTY,cc1d2f838445db7a
b0.1.0.3.2,b0.1.0.3,4,0.0017535202214620381,2.33835785165801,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.1.0.3.3,b0.1.0.3,4,0.001540414670014708,2.467931527823457,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.1.0.3.4,b0.1.0.3,4,0.0008933757921280612,3.0127311410198896,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.1.0.4.0,b0.1.0.4,4,0.0027549758871116044,1.8865744840896685,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.1.0.4.1,b0.1.0.4,4,0.0021839252028727717,2.11885936471935,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.1.0.4.2,b0.1.0.4,4,0.0020479221820147,2.183157464854443,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b
b0.1.0.4.3,b0.1.0.4,4,0.0017990379201864649,2.3127311410198894,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66
b0.1.0.4.4,b0.1.0.4,4,0.0010433664118504255,2.8575307542163224,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6
b0.1.1.0.0,b0.1.1.0,4,0.004063643884754851,1.497903094592696,,0,EMPTY,cc1d2f838445db7a
b0.1.1.0.1,b0.1.1.0,4,0.0032213328388584982,1.7301879752223774,,0,EMPTY,cc1d2f838445db7a
b0.1.1.0.2,b0.1.1.0,4,0.003020725695034266,1.7944860753574705,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.1.1.0.3,b0.1.1.0,4,0.0026536164897154537,1.9240597515229172,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.1.1.0.4,b0.1.1.0,4,0.001538986079300967,2.46885936471935,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.1.1.1.0,b0.1.1.1,4,0.0032213328388584987,1.7301879752223772,,1,t3:q1:r1,15b6f910cc830186
b0.1.1.1.1,b0.1.1.1,4,0.002553615807142552,1.9624728558520586,,1,t3:q1:r1,15b6f910cc830186
b0.1.1.1.2,b0.1.1.1,4,0.002394590459834198,2.0267709559871516,t4:q2:r0,2,t3:q1:r1|t4:q2:r0,28d166f7e83150e8
b0.1.1.1.3,b0.1.1.1,4,0.0021035755549658596,2.1563446321525985,t4:q3:r1,2,t3:q1:r1|t4:q3:r1,56c0b34234df91fd
b0.1.1.1.4,b0.1.1.1,4,0.0012199854456728246,2.701144245349031,t4:q4:r2,2,t3:q1:r1|t4:q4:r2,643fee9606a09da1
b0.1.1.2.0,b0.1.1.2,4,0.0030207256950342655,1.7944860753574705,,1,t3:q2:r2,31563140965101ea
b0.1.1.2.1,b0.1.1.2,4,0.0023945904598341975,2.0267709559871516,,1,t3:q2:r2,31563140965101ea
b0.1.1.2.2,b0.1.1.2,4,0.002245468348954678,2.091069056122245,t4:q2:r0,2,t3:q2:r2|t4:q2:r0,8ed4ef8a54f30fb9
b0.1.1.2.3,b0.1.1.2,4,0.001972576274540769,2.2206427322876916,t4:q3:r1,2,t3:q2:r2|t4:q3:r1,6afc4ff1c5512eea
b0.1.1.2.4,b0.1.1.2,4,0.0011440113666173106,2.765442345484124,t4:q4:r2,2,t3:q2:r2|t4:q4:r2,94386422d54541ce
b0.1.1.3.0,b0.1.1.3,4,0.0018699719349836606,2.274059751522917,,0,EMPTY,cc1d2f838445db7a
b0.1.1.3.1,b0.1.1.3,4,0.0014823646394078738,2.506344632152598,,0,EMPTY,cc1d2f838445db7a
b0.1.1.3.2,b0.1.1.3,4,0.0013900510067305911,2.5706427322876912,t4:q2:r2,1,t4:q2:r2,551c21015b186952
b0.1.1.3.3,b0.1.1.3,4,0.0012211179184755537,2.700216408453138,t4:q3:r0,1,t4:q3:r0,6af09efde58bb5db
b0.1.1.3.4,b0.1.1.3,4,0.0007081970906505655,3.2450160216495707,t4:q4:r1,1,t4:q4:r1,de2188d0f8b87475
b0.1.1.4.0,b0.1.1.4,4,0.0021839252028727717,2.11885936471935,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.1.1.4.1,b0.1.1.4,4,0.0017312417557103878,2.3511442453490314,,1,t3:q4:r1,3f52a1fd3d4d81fc
b0.1.1.4.2,b0.1.1.4,4,0.0016234294055884493,2.4154423454841245,t4:q2:r0,2,t3:q4:r1|t4:q2:r0,a6cad113bc5fd26b
b0.1.1.4.3,b0.1.1.4,4,0.001426133808720291,2.545016021649571,t4:q3:r1,2,t3:q4:r1|t4:q3:r1,afb379d7c1417e66
b0.1.1.4.4,b0.1.1.4,4,0.0008270976937878254,3.089815634846004,t4:q4:r2,2,t3:q4:r1|t4:q4:r2,2ff0eefb8ad065d6
b0.1.2.0.0,b0.1.2.0,4,0.003810582175823106,1.5622011947277892,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.1.2.0.1,b0.1.2.0,4,0.003020725695034266,1.7944860753574705,,1,t2:q2:r2,fe3f5fcb885a05fa
b0.1.2.0.2,b0.1.2.0,4,0.0028326112764782414,1.8587841754925636,t4:q2:r0,2,t2:q2:r2|t4:q2:r0,15bd5c58c3d39ab6
b0.1.2.0.3,b0.1.2.0,4,0.00248836364207884,1.9883578516580103,t4:q3:r1,2,t2:q2:r2|t4:q3:r1,b198caf3d1c15f91
b0.1.2.0.4,b0.1.2.0,4,0.0014431463703365181,2.533157464854443,t4:q4:r2,2,t2:q2:r2|t4:q4:r2,fd0843aca4346550
b0.1.2.1.0,b0.1.2.1,4,0.0030207256950342664,1.7944860753574703,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f
b0.1.2.1.1,b0.1.2.1,4,0.002394590459834198,2.0267709559871516,,2,t2:q2:r2|t3:q1:r2,eaaa253cf539913f
b0.1.2.1.2,b0.1.2.1,4,0.0022454683489546786,2.0910690561222447,t4:q2:r1,3,t2:q2:r2|t3:q1:r2|t4:q2:r1,0a17a7ff4e660659
b0.1.2.1.3,b0.1.2.1,4,0.0019725762745407696,2.2206427322876916,t4:q3:r2,3,t2:q2:r2|t3:q1:r2|t4:q3:r2,64e25f2d73c03c52
b0.1.2.1.4,b0.1.2.1,4,0.0011440113666173108,2.765442345484124,t4:q4:r0,3,t2:q2:r2|t3:q1:r2|t4:q4:r0,7f90e67a8abfae48
b0.1.2.2.0,b0.1.2.2,4,0.0028326112764782414,1.8587841754925638,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3
b0.1.2.2.1,b0.1.2.2,4,0.002245468348954678,2.091069056122245,,2,t2:q2:r2|t3:q2:r0,de0a5bca19ac9ba3
b0.1.2.2.2,b0.1.2.2,4,0.0021056327546324425,2.155367156257338,t4:q2:r1,3,t2:q2:r2|t3:q2:r0|t4:q2:r1,c8addd5abc4e4988
