z_synthetic,tau_dimensionless,p0,tau_scale,integrated_flip_activity,T_q0,power_T2_q0,T_q1,power_T2_q1,T_q2,power_T2_q2,T_q3,power_T2_q3,T_q4,power_T2_q4
0.13836477987421383,2.5918565809118843,0.05,20.0,0.12185723951218115,1.0,1.0,0.947281691694783,0.89734260342013,0.9095749714195349,0.8273266286328478,0.8852747417358442,0.7837113683554656,0.8733691740127233,0.7627737141156665
0.15220125786163521,2.8334850003959673,0.05,20.0,0.13249582537712665,1.0,1.0,0.9428132694558164,0.888896861061966,0.902079785692641,0.8137479397552811,0.8759065906782592,0.7672123555936115,0.863106159107168,0.7449522418887281
0.16603773584905662,3.0722290182304652,0.05,20.0,0.14289741374020098,1.0,1.0,0.9384647705849639,0.880716125629089,0.8948112892770438,0.8006872434176453,0.8668429905145727,0.7514167702042476,0.8531883865161618,0.7279304228860515
0.179874213836478,3.308156687037856,0.05,20.0,0.15307109816167447,1.0,1.0,0.9342309521759992,0.872787472003674,0.8877587076173662,0.7881155229504563,0.8580687125345442,0.7362819154306902,0.8435981714315793,0.7116578748427043
0.19371069182389938,3.5413336791119194,0.05,20.0,0.16302548254037302,1.0,1.0,0.9301068843613177,0.8650988163363177,0.8809119533082881,0.7760058694814236,0.8495695389486738,0.7217684015094622,0.8343190256185322,0.696088236509057
0.20754716981132076,3.7718233961510004,0.05,20.0,0.17276871485295542,1.0,1.0,0.9260879268053777,0.8576388481746825,0.87426157158908,0.7643332955574081,0.841332179980703,0.707839837071082,0.8253355577089138,0.6811787828186837
0.22138364779874214,3.99968707273986,0.05,20.0,0.1823085180731117,1.0,1.0,0.9221697073130065,0.8503969690857561,0.8677986909776423,0.7530745680625095,0.8333441990048729,0.6944625540150732,0.8166333833029475,0.6668900827248189
0.23522012578616353,4.22498387400268,0.05,20.0,0.19165221854677342,1.0,1.0,0.9183481023318107,0.8433632370564379,0.86151497848509,0.742208058154165,0.825593944830784,0.6816053617412555,0.8081990437717438,0.653185694353561
0.2490566037735849,4.4477709878168135,0.05,20.0,0.20080677206854308,1.0,1.0,0.9146192191540572,0.8365283160459773,0.8554025989205419,0.7317136062400176,0.8180704903513168,0.669239327183644,0.8000199327943147,0.6400318928682198
0.2628930817610063,4.668103711946852,0.05,20.0,0.20977878787754314,1.0,1.0,0.9109793796460813,0.8298834301403591,0.8494541778550291,0.7215724002753634,0.810763576866021,0.6573375775725843,0.7920842297832215,0.6273974270712792
0.27672955974842767,4.886035536431116,0.05,20.0,0.21857455076721122,1.0,1.0,0.9074251053530092,0.82342032182492,0.843662767864746,0.7117668658812043,0.8036635634760563,0.6458751232590332,0.7843808394570599,0.615253301307362
0.29056603773584905,5.101618221527659,0.05,20.0,0.2272000414827806,1.0,1.0,0.9039531038437949,0.8171312139488307,0.8380218177183919,0.7022805669720377,0.7967613810191565,0.6348286982835535,0.7768993369078505,0.6035725796878578
0.30440251572327043,5.314901871503909,0.05,20.0,0.23566095556188588,1.0,1.0,0.9005602561766114,0.811008775004884,0.8325251442120654,0.6930981157453202,0.7900484900758511,0.6241766166711322,0.7696299175892065,0.5923302100483688
0.3182389937106918,5.525935004533111,0.05,20.0,0.24396272075759962,1.0,1.0,0.8972436053778047,0.8050460873913616,0.8271669063889359,0.6842050910250426,0.7835168426327275,0.6138986426891583,0.7625633517186702,0.5815028653844123
0.33207547169811324,5.734764618941491,0.05,20.0,0.2521105131689529,1.0,1.0,0.8940003458391785,0.7992366183605708,0.8219415819103866,0.6755879640733488,0.7771588470360228,0.6039758735263603,0.7556909426463242,0.5710688007976901
0.3459119496855346,5.9414362560324,0.05,20.0,0.2601092721913722,1.0,1.0,0.8908278135485371,0.7935741933916672,0.8168439453711321,0.6672340310894771,0.7709673359102935,0.5943906330406153,0.7490044887929653,0.5610077242320113
0.359748427672956,6.145994059697529,0.05,20.0,0.26796371438828015,1.0,1.0,0.8877234770773655,0.788052971754328,0.8118690483734433,0.6591313517068005,0.7649355367531729,0.5851263753878648,0.7424962488058168,0.5513006794907094
0.3735849056603774,6.3484808330103695,0.05,20.0,0.27567834637516847,1.0,1.0,0.8846849292574266,0.7826674240552179,0.8070122011954904,0.6512686928783907,0.7590570449489917,0.5761675974866957,0.736158909618866,0.5419299402112377
0.38742138364779877,6.548938091983412,0.05,20.0,0.28325747679860935,1.0,1.0,0.8817098794850364,0.7774123115815175,0.8022689559063269,0.6436354776110278,0.753325798971941,0.5674997593967132,0.7299855571392074,0.532878913631839
0.40125786163522015,6.747406116657949,0.05,20.0,0.2907052274847907,1.0,1.0,0.8787961465979695,0.7722826672754398,0.797635090795468,0.6362217380682945,0.747736057573981,0.5591092117962798,0.7239696493108913,0.5241320531233349
0.41509433962264153,6.943923999683772,0.05,20.0,0.29802554382512747,1.0,1.0,0.8759416522754263,0.7672737781910038,0.7931065959986626,0.6290180726165858,0.7422823787743289,0.5509831298388763,0.7181049913342866,0.5156747785792158
0.4289308176100629,7.138529692535296,0.05,20.0,0.3052222044602103,1.0,1.0,0.8731444149163813,0.7623811692996698,0.7886796602135208,0.6220156064345146,0.7369596004864326,0.5431094527491224,0.7123857128423405,0.5074934038618897
0.4427672955974843,7.331260049500776,0.05,20.0,0.312298830317723,1.0,1.0,0.8704025439559597,0.7576005885250064,0.7843506584093694,0.6152059553472112,0.7317628226352233,0.5354768285910693,0.7068062468557528,0.49957507059431533
0.45660377358490567,7.522150869572172,0.05,20.0,0.31925889305491023,1.0,1.0,0.8677142345833712,0.7529279928986057,0.7801161404451997,0.6085811925831146,0.7266873906323766,0.5280745637040923,0.7013613103573457,0.49190768766617304
0.47044025157232705,7.71123693635473,0.05,20.0,0.3261057229516424,1.0,1.0,0.8650777628283743,0.7483595357401451,0.7759728205180292,0.6021338181827055,0.7217288800905794,0.520892576356802,0.6960458863420871,0.4844798758937416
0.48427672955974843,7.898552056107571,0.05,20.0,0.33284251629604733,1.0,1.0,0.8624914809863404,0.7438915547740108,0.7719175673715211,0.5958567308167667,0.7168830826695748,0.5139213542178324,0.6908552072135813,0.47728091733412037
0.4981132075471698,8.084129094019364,0.05,20.0,0.3394723423010064,1.0,1.0,0.859953813354749,0.7395205611033744,0.7679473952014215,0.5897432017966483,0.7121459929572496,0.507151915285067,0.6857847394106117,0.47030070880848057
0.5119496855345912,8.26800000881642,0.05,20.0,0.3459981495865039,1.0,1.0,0.857463252256426,0.7352432289701671,0.7640594552003717,0.5837868510810887,0.7075137962983677,0.5005757719525282,0.6808301691586736,0.46352971923662806
0.5257861635220126,8.450195885794365,0.05,20.0,0.3524227722598254,1.0,1.0,0.8550183543270673,0.7310563862361664,0.7602510276900196,0.577981625103731,0.7029828574918993,0.49418489792747594,0.6759873892515733,0.4569589504271581
0.539622641509434,8.63074696835879,0.05,20.0,0.35874893562290683,1.0,1.0,0.8526177370465858,0.7269570055264409,0.7565195147931594,0.5723217762628773,0.6985497102853432,0.4879716977397369,0.6712524867772091,0.4505799010045872
0.5534591194968553,8.809682688154913,0.05,20.0,0.3649792615336808,1.0,1.0,0.8502600754956283,0.7229421959818316,0.7528624336029457,0.5668018439305498,0.6942110476011244,0.4819289786114506,0.6666217317097398,0.44438453318769233
0.5672955974842767,8.987031693861331,0.05,20.0,0.3711162734460615,1.0,1.0,0.8479440993202317,0.719009195571999,0.7492774098100963,0.5614166368517269,0.6899637124361188,0.4760499244786312,0.6620915662975846,0.43836524216238887
0.5811320754716981,9.16282187871831,0.05,20.0,0.3771624011511902,1.0,1.0,0.8456685898890537,0.7151553639249405,0.7457621717524873,0.5561612168169863,0.6858046893807311,0.4703280719766011,0.6576585951831925,0.4325148278183302
0.5949685534591195,9.337080406856785,0.05,20.0,0.3831199852407457,1.0,1.0,0.8434323776289382,0.7113781756328038,0.7423145448546795,0.55103088350281,0.6817310967087753,0.46475728821974954,0.653319576196341,0.42682646864136653
0.6088050314465409,9.509833738490215,0.05,20.0,0.3889912813114585,1.0,1.0,0.8412343395257774,0.707675213997371,0.7389324464277441,0.546021160383691,0.6777401789937445,0.45933175022247286,0.6490714117679686,0.4212936975744638
0.6226415094339622,9.681107654027718,0.05,20.0,0.39477846392845944,1.0,1.0,0.8390733967787156,0.7040441651817719,0.7356138808023113,0.541127781629037,0.6738293002109712,0.4540459258228072,0.6449111409162527,0.41591037967790273
0.6364779874213836,9.850927277163468,0.05,20.0,0.4004836303637168,1.0,1.0,0.8369485125967239,0.7004828127378685,0.7323569347700736,0.5363466799058177,0.6699959372887013,0.4488945559833654,0.6408359317608964,0.4106706914358562
0.650314465408805,10.01931709699405,0.05,20.0,0.40610880412455946,1.0,1.0,0.8348586901274732,0.6969890324813602,0.729159773311064,0.5316739750150422,0.6662376740742939,0.44387263835592505,0.6368430745254168,0.4055691015709855
0.6641509433962265,10.186300989212477,0.05,20.0,0.41165593828613695,1.0,1.0,0.8328029705092405,0.6935607876890149,0.7260206355859216,0.5271059632965855,0.6625521956846352,0.4389754120065311,0.6329299749906895,0.40060035324171483
0.6779874213836479,10.351902236424744,0.05,20.0,0.417126918640621,1.0,1.0,0.8307804310373251,0.6901961245945637,0.722937831174074,0.5226391077426739,0.6589372832124629,0.43419834320742157,0.6290941483661318,0.3957594475085086
0.6918238993710693,10.516143547632153,0.05,20.0,0.42252356667499236,1.0,1.0,0.8287901834371241,0.6868931681617417,0.7199097365403239,0.5182700287655585,0.6553908087626579,0.4295371122105708,0.625333213547741,0.3910416279659446
0.7056603773584906,10.679047076920181,0.05,20.0,0.42784764238838074,1.0,1.0,0.8268313722366276,0.6836501181147047,0.7169347917137405,0.5139954955696245,0.6519107307946986,0.42498760092527804,0.6216448877347703,0.3864423664467752
0.719496855345912,10.840634441392353,0.05,20.0,0.43310084695911993,1.0,1.0,0.8249031732316598,0.6804652452076618,0.7140114971640501,0.5098124180824484,0.6484950897494268,0.42054588142911714,0.6180269813791542,0.38195734971262946
0.7333333333333334,11.00092673838544,0.05,20.0,0.4382848252709421,1.0,1.0,0.8230047920376946,0.677336887717009,0.7111384108618851,0.5057178394031673,0.6451420039400287,0.41620820524775604,0.614477393443907,0.37758246705361803
0.7471698113207548,11.159944562000238,0.05,20.0,0.44340116830705845,1.0,1.0,0.8211354627225508,0.6742634481405776,0.7083141455103295,0.5017089287300281,0.6418496656887553,0.411970993344767,0.6109941069486461,0.3733137987259736
0.7610062893081762,11.317708018980362,0.05,20.0,0.448451415420249,1.0,1.0,0.8192944465146929,0.6712433900898169,0.7055373659361642,0.4977829747321409,0.6386163376923634,0.4078308267676067,0.6075751847821342,0.36914760516304457
0.7748427672955975,11.474236743969644,0.05,20.0,0.4534370564865126,1.0,1.0,0.8174810305822594,0.668275235361833,0.7028067866301169,0.49393737933335063,0.6354403496005961,0.40378443790052787,0.6042187657633336,0.36508031690056614
0.7886792452830189,11.629549914177087,0.05,20.0,0.4583595339493003,1.0,1.0,0.8156945268782975,0.6653575611792095,0.7001211694262255,0.49016965187874556,0.6323200947932409,0.3998287022793332,0.6009230609339119,0.361108525162182
0.8025157232704403,11.7836662634768,0.05,20.0,0.4632202447608693,1.0,1.0,0.813934271048013,0.6624889975864603,0.6974793213111785,0.4864774036567022,0.6292540273424143,0.3959606309266479,0.597686350066473,0.3572289730557825
0.8163522012578617,11.936604095968793,0.05,20.0,0.4680205422268465,1.0,1.0,0.8121996213941476,0.6596682249927966,0.6948800923551713,0.48285834275153144,0.6262406591477429,0.39217736316979945,0.5945069783739877,0.35343854733536906
0.8301886792452831,12.088381299025219,0.05,20.0,0.4727617377596771,1.0,1.0,0.8104899578968733,0.6568939718516754,0.6923223737564473,0.47931026920376196,0.6232785572330369,0.3884761599064961,0.5913833534070132,0.34973427068692425
0.8440251572327044,12.239015355845297,0.05,20.0,0.47744510254625255,1.0,1.0,0.8088046812848492,0.6541650124682864,0.6898050959922629,0.47583107045689504,0.6203663411939091,0.38485439728631765,0.5883139421262998,0.3461132945001873
0.8578616352201258,12.38852335754096,0.05,20.0,0.48207186913465827,1.0,1.0,0.8071432121543214,0.6514801649267958,0.6873272270695469,0.47241871707111244,0.6175026807865706,0.38130956077860123,0.5852972681393108,0.3425728920913403
0.8716981132075472,12.536922014774106,0.05,20.0,0.48664323294465595,1.0,1.0,0.8055049901333647,0.648838289129752,0.6848877708690031,0.4690712586859121,0.6146862936487526,0.3778392395996405,0.582331909090035,0.33911045234444476
0.8855345911949686,12.684227668965315,0.05,20.0,0.49116035370621247,1.0,1.0,0.8038894730885638,0.6462382849426088,0.6824857655768556,0.46578682021502665,0.6119159431443632,0.37444112147425546,0.5794164941922451,0.33572347374203193
0.89937106918239,12.830456303092763,0.05,20.0,0.49562435683010797,1.0,1.0,0.802296136371616,0.6436790904368227,0.6801202821988429,0.46256359825823373,0.6091904363240884,0.37111298770873324,0.5765497018970793,0.332409558757611
0.9132075471698113,12.97562355209922,0.05,20.0,0.5000363347143959,1.0,1.0,0.8007244721035095,0.641159680225444,0.6777904231514438,0.4593998577158132,0.6065086219947099,0.3678527085539219,0.5737302576864751,0.32916640858498913
0.9270440251572327,13.119744712924096,0.05,20.0,0.5043973479902485,1.0,1.0,0.7991739884940866,0.6386790638855465,0.6754953209256691,0.4562939285924727,0.6038693888904142,0.3646582388388823,0.5709569319845912,0.3259918181812571
0.9408805031446541,13.262834754176577,0.05,20.0,0.5087084267104961,1.0,1.0,0.7976442091949488,0.6362362844622352,0.6732341368190701,0.45324420297851836,0.6012716639398493,0.3615276138569951,0.5682285381799127,0.3228836716020805
0.9547169811320755,13.404908325465216,0.05,20.0,0.5129705714839623,1.0,1.0,0.796134672683794,0.6338304170493319,0.6710060597319143,0.45024913219694934,0.5987144106231121,0.35845894548778057,0.5655439307512458,0.31983993760956986
0.9685534591194969,13.545979766398435,0.05,20.0,0.5171847545585034,1.0,1.0,0.7946449316784019,0.631460567442172,0.6688103050237508,0.44730722410596263,0.5961966274132539,0.3554504185389382,0.5629020034912786,0.31685866553449543
0.9823899371069182,13.686063115269851,0.05,20.0,0.5213519208554849,1.0,1.0,0.7931745525785989,0.6291258708582605,0.6666461134268395,0.4444170405471106,0.5937173462972591,0.35250028729425953,0.560301687821826,0.31393798137598694
0.9962264150943396,13.825172117441545,0.05,20.0,0.5254729889582529,1.0,1.0,0.7917231149346412,0.626825490721811,0.6645127500131566,0.44157719493004793,0.5912756313717984,0.3496068722541188,0.5577419511952753,0.31107608412311283
1.010062893081761,13.963320233437761,0.05,20.0,0.5295488520570141,1.0,1.0,0.7902902109405526,0.6245586175084632,0.6624095032118994,0.43878634994543536,0.5888705775093651,0.3467685570562132,0.5552217955771209,0.30827124228388225
1.0238993710691824,14.100520646761026,0.05,20.0,0.533580378852383,1.0,1.0,0.7888754449510509,0.6223244676467186,0.6603356838746202,0.43604321539816226,0.5865013090907063,0.3439837855651122,0.5527402560048228,0.30552179060827706
1.0377358490566038,14.236786271441957,0.05,20.0,0.537568414419726,1.0,1.0,0.7874784330207746,0.6201222824728546,0.6582906243853008,0.43334654615358925,0.5841669787997206,0.3412510591199932,0.5502963992185383,0.3028261269928889
1.0515723270440251,14.372129759333639,0.05,20.0,0.5415137810363057,1.0,1.0,0.7860988024646108,0.6179513272362952,0.656273677812853,0.4306951401900083,0.5818667664772523,0.3385689339306933,0.5478893223595741,0.3001827095556333
1.0654088050314465,14.506563507160832,0.05,20.0,0.5454172789731085,1.0,1.0,0.7847361914379901,0.6158108901526018,0.6542842171036903,0.428087836750989,0.5795998780304386,0.33593601861289923,0.5455181517326725,0.29759005386983106
1.079245283018868,14.640099663333846,0.05,20.0,0.5492796872531324,1.0,1.0,0.7833902485360915,0.6137002815014392,0.6523216343121679,0.42552351459169774,0.5773655443944861,0.33335097185394125,0.5431820416285071,0.2950467303477133
1.0930817610062893,14.772750134536441,0.05,20.0,0.5531017643778059,1.0,1.0,0.7820606324109587,0.6116188327670287,0.6503853398668187,0.4230010903136772,0.5751630205439494,0.3308125002012396,0.5408801732029875,0.2925513617640938
1.1069182389937107,14.904526592096698,0.05,20.0,0.556884249023117,1.0,1.0,0.7807470114055929,0.609565895818765,0.648474761870451,0.4205195167829382,0.5729915845507707,0.32831935596600303,0.5386117534101978,0.29010262091160777
1.120754716981132,15.035440478149377,0.05,20.0,0.5606278607069375,1.0,1.0,0.7794490632041411,0.6075408421298132,0.646589345432286,0.418077781626552,0.5708505366865143,0.3258703352352814,0.5363760139859911,0.2876992283795001
1.1345911949685534,15.165503011597888,0.05,20.0,0.5643333004289481,1.0,1.0,0.7781664744973515,0.6055430620316373,0.644728552030427,0.415674905803251,0.5687391985663856,0.3234642759859345,0.5341722104794503,0.28533995044850213
1.1484276729559748,15.294725193883664,0.05,20.0,0.5680012512844869,1.0,1.0,0.7768989406625176,0.6035719640025421,0.6428918589030573,0.41330994224382855,0.5666569123327773,0.3211000562945168,0.5319996213296024,0.2830235970948404
1.1622641509433962,15.423117814570347,0.05,20.0,0.5716323790535747,1.0,1.0,0.7756461654571754,0.6016269739884198,0.6410787584668577,0.41098197455740765,0.5646030398762228,0.3187765926374717,0.5298575469849321,0.28074902009688957
1.1761006289308176,15.550691456749854,0.05,20.0,0.5752273327662979,1.0,1.0,0.7744078607258629,0.5997075347540074,0.6392887577612262,0.40869011579989173,0.5625769620917651,0.3164928382763993,0.5277453090633932,0.27851511123841644
1.189937106918239,15.677456502277142,0.05,20.0,0.5787867452456672,1.0,1.0,0.7731837461192916,0.5978131052630612,0.6375213779169673,0.40643350730114863,0.5605780781688707,0.31424778172350454,0.5256622495507575,0.2763208006027628
1.2037735849056603,15.803423136840095,0.05,20.0,0.5823112336290095,1.0,1.0,0.7719735488253123,0.5959431600859468,0.6357761536481946,0.4042113175476928,0.5586058049131316,0.3120404452826476,0.5236077300352691,0.2741650549526872
1.2176100628930817,15.928601354870766,0.05,20.0,0.5858013998688917,1.0,1.0,0.770777003311098,0.5940971888332364,0.634052632766266,0.40202274111783337,0.5566595760981005,0.3098698836617169,0.5215811309766989,0.2720468761909323
1.231446540880503,16.05300096430386,0.05,20.0,0.5892578312145232,1.0,1.0,0.7695938510759953,0.5922746956139813,0.6323503757146373,0.3998669976664429,0.5547388418457048,0.30773518265231387,0.5195818510080029,0.26996529989690254
1.2452830188679245,16.17663159118815,0.05,20.0,0.5926811006745352,1.0,1.0,0.7684238404145284,0.5904751985174126,0.6306689551235862,0.397743330956676,0.5528430680337737,0.30563545787299573,0.5176093062678955,0.26791939393513203
1.2591194968553459,16.29950268415626,0.05,20.0,0.5960717674619814,1.0,1.0,0.7672667261890669,0.5886982291168885,0.6290079553838169,0.39565100793612984,0.5509717357293011,0.30356985357255883,0.5156629297627525,0.26590825713150545
1.2729559748427672,16.42162351875793,0.05,20.0,0.5994303774223699,1.0,1.0,0.7661222696116963,0.5869433319949766,0.627366972238012,0.3935893178550905,0.5491243406461429,0.3015375414900612,0.5137421707563447,0.2639310180134412
1.2867924528301886,16.543003201661843,0.05,20.0,0.6027574634454836,1.0,1.0,0.764990238034856,0.5852100642886257,0.6257456123894514,0.39155757142464953,0.547300392625926,0.29953771976849275,0.5118464941859934,0.26198683361049213
1.30062893081761,16.663650674730675,0.05,20.0,0.6060535458617159,1.0,1.0,0.7638704047503304,0.5834979952534336,0.6241434931268688,0.3895551000126097,0.5454994151410133,0.29756961191918757,0.5099753801038215,0.2600748883120372
1.3144654088050314,16.783574718973988,0.05,20.0,0.609319132823607,1.0,1.0,0.7627625487962046,0.5818067058460825,0.6225602419647558,0.3875812548752153,0.543720944818434,0.29563246583425057,0.5081283231418451,0.25819439277894335
1.328301886792453,16.902783958383313,0.05,20.0,0.6125547206732302,1.0,1.0,0.7616664547714149,0.5801357883240559,0.6209954962983778,0.38563540642286853,0.5419645309837536,0.2937255528444401,0.5063048319997266,0.25634458290627143
1.3421383647798744,17.02128686365361,0.05,20.0,0.6157607942960497,1.0,1.0,0.7605819126575432,0.5784848458618066,0.6194489030727962,0.3837169435180905,0.5402297352239098,0.29184816682009573,0.5045044289540731,0.2545247188342754
1.3559748427672957,17.139091755795132,0.05,20.0,0.6189378274618335,1.0,1.0,0.7595087176475251,0.5768534921825881,0.6179201184652343,0.38182527280408923,0.5385161309680986,0.2899996233128503,0.502726649388227,0.25273408400511327
1.3698113207547171,17.256206809639533,0.05,20.0,0.6220862831531823,1.0,1.0,0.7584466699809579,0.575241351205204,0.6164088075801619,0.3799598180623971,0.5368233030858438,0.2881792587359957,0.5009710413415576,0.25097198426284456
1.3836477987421385,17.3726400572439,0.05,20.0,0.6252066138822021,1.0,1.0,0.7573955747857086,0.573648056704974,0.6149146441565022,0.37812001959811775,0.5351508475014309,0.2863864295814998,0.4992371650773111,0.24923774699443035
1.3974842767295599,17.48839939119631,0.05,20.0,0.6282992619958279,1.0,1.0,0.7563552419255426,0.5720732519882461,0.6134373102863998,0.3763053336514128,0.5334983708239289,0.28462051167178637,0.497524592668133,0.24753072030959164
1.4113207547169813,17.603492567826255,0.05,20.0,0.6313646599702741,1.0,1.0,0.755325485853502,0.5705165895798289,0.611976496145018,0.37451523183393326,0.5318654899920681,0.2828808994445027,0.4958329075984228,0.24585027225750608
1.4251572327044026,17.717927210323182,0.05,20.0,0.6344032306950707,1.0,1.0,0.7543061254707827,0.5689777309227442,0.6105318997308603,0.37274920058897326,0.5302518319332806,0.28116700526860006,0.4941617043827273,0.24419579007844194
1.438993710691824,17.8317108117664,0.05,20.0,0.6374153877471183,1.0,1.0,0.7532969839908651,0.5674563460897336,0.6091032266161377,0.37100674067419,0.528657033236245,0.27947825879014826,0.4925105881994199,0.24256667948853858
1.4528301886792454,17.944850738069213,0.05,20.0,0.6404015356551765,1.0,1.0,0.7522978888086724,0.5659521135059856,0.6076901897067287,0.3692873666657999,0.5270807398363133,0.2778141063063954,0.49087917453895524,0.2409623639960461
1.4666666666666668,18.05735423084029,0.05,20.0,0.643362070155177,1.0,1.0,0.7513086713745374,0.5644647196825726,0.6062925090113032,0.3675906064832211,0.525522606713231,0.2761740101666693,0.4892670888660253,0.23938228424743513
1.4805031446540882,18.169228410164976,0.05,20.0,0.6462973784367391,1.0,1.0,0.750329167072769,0.5629938589601152,0.6049099114191995,0.36591600093318377,0.5239822976005911,0.27455744819879446,0.48767396629497717,0.23782589740187451
1.4943396226415095,18.280480277309284,0.05,20.0,0.6492078393812438,1.0,1.0,0.749359215104626,0.5615392332622211,0.6035421304866696,0.36426310327238814,0.5224594847064911,0.27296391315977214,0.48609945127788884,0.23629267653266461
1.508176100628931,18.391116717349036,0.05,20.0,0.6520938237918071,1.0,1.0,0.7483986583755058,0.560100551858257,0.602188906231124,0.3626314787878374,0.5209538484448917,0.27139291220954315,0.4845431973047293,0.2347821100542898
1.5220125786163523,18.501144501726753,0.05,20.0,0.6549556946154775,1.0,1.0,0.747447343386174,0.5586775311350491,0.6008499849330262,0.36102070439401784,0.5194650771771996,0.26984396640671393,0.4830048666150573,0.2332937011738293
1.5358490566037737,18.610570290738547,0.05,20.0,0.6577938071579694,1.0,1.0,0.7465051201278626,0.5572698943771146,0.5995251189451065,0.3594303682461441,0.5179928669636192,0.2683166102251897,0.4814841299207436,0.23182696736553549
1.549685534591195,18.719400635953363,0.05,20.0,0.6606085092912242,1.0,1.0,0.7455718419810785,0.5558773715550583,0.5982140665085772,0.35786006936872844,0.5165369213238482,0.26681039109071936,0.47998066613922685,0.23038143986745596
1.5635220125786164,18.827641982566764,0.05,20.0,0.6634001416540858,1.0,1.0,0.7446473656179642,0.554499699121774,0.5969165915760519,0.3563094172987712,0.515096951006703,0.26532486893640184,0.47849416213683776,0.22895666319903438
1.5773584905660378,18.93530067169136,0.05,20.0,0.6661690378463572,1.0,1.0,0.7437315509080696,0.5531366198161226,0.5956324636408818,0.35477803174290645,0.5136726737682901,0.26385961577626416,0.47702431248174854,0.22755219469868487
1.5911949685534592,19.0423829425859,0.05,20.0,0.6689155246164963,1.0,1.0,0.7428242608273913,0.5517878824737602,0.5943614575726375,0.35326554224787016,0.5122638141583511,0.2624142152960617,0.47557081920612954,0.22616760408038913
1.6050314465408806,19.148894934825044,0.05,20.0,0.6716399220431972,1.0,1.0,0.7419253613705483,0.5504532418448187,0.5931033534584788,0.35177158788369317,0.5108701033144342,0.26098826246050066,0.47413339157711293,0.2248024730084159
1.618867924528302,19.254842690411646,0.05,20.0,0.6743425437110908,1.0,1.0,0.7410347214659672,0.5491324584181435,0.5918579364501667,0.3502958169390496,0.5094912787635545,0.259581363136122,0.47271174587618475,0.22345639468931067
1.6327044025157234,19.36023215583336,0.05,20.0,0.6770236968807909,1.0,1.0,0.7401522128939554,0.547825298251819,0.5906249966164822,0.3488378866282196,0.5081270842310291,0.2581931337291274,0.4713056051866441,0.22212897348034885
1.6465408805031447,19.46506918406537,0.05,20.0,0.6796836826534983,1.0,1.0,0.7392777102075488,0.5465315328097166,0.5894043288008289,0.3473974628091557,0.506777269456183,0.2568232008374647,0.46991469918878703,0.2208198245136882
1.6603773584905661,19.569359536520928,0.05,20.0,0.6823227961303708,1.0,1.0,0.7384110906560208,0.5452509388038143,0.5881957324838087,0.3459742197121643,0.5054415900146376,0.25547120091652503,0.4685387639624875,0.21952857333549558
1.6742138364779875,19.673108884951226,0.05,20.0,0.6849413265668535,1.0,1.0,0.7375522341109502,0.5439832980420538,0.5869990116505649,0.34456783967874,0.5041198071469106,0.25413677995783834,0.4671775417968656,0.2182548555593621
